epoch,batch_size,batches_per_epoch,train_steps,eval_steps,inference_backend,inference_method,state_init,train_loss,train_accuracy,val_loss,val_accuracy,train_baseline_accuracy,val_baseline_accuracy,accuracy,baseline_accuracy,train_mean_pre_update_energy,train_mean_post_update_energy,train_mean_energy_delta,weight_norm_l1,weight_norm_l2,bias_norm_l1,bias_norm_l2
1,64,20,30,30,pc_euler,euler,forward,0.09011161587202114,0.1662688941925219,0.09064790283751521,0.16296296296296298,0.10182975338106603,0.1037037037037037,0.16296296296296298,0.1037037037037037,0.4691022562080822,0.4650320948947124,-0.004070161313369805,3.192557029675734,1.257758982804484,0.001605650420099993,0.08621423023989386
2,64,20,30,30,pc_euler,euler,forward,0.08671530974939885,0.2609387430389817,0.08732866588194592,0.2740740740740741,0.10182975338106603,0.1037037037037037,0.2740740740740741,0.1037037037037037,0.4355786816857939,0.4337548026373842,-0.00182387904840971,3.1926064531967207,1.2631823588373299,0.0021230298876392063,0.11432555026382951
3,64,20,30,30,pc_euler,euler,forward,0.08445103916963674,0.3556085918854415,0.08511171038509135,0.36666666666666664,0.10182975338106603,0.1037037037037037,0.36666666666666664,0.1037037037037037,0.4222839189324228,0.4208907716969005,-0.0013931472355222714,3.1926840040504665,1.2700471817787546,0.002349021055081557,0.125185699404506
4,64,20,30,30,pc_euler,euler,forward,0.08245052489132458,0.4295942720763723,0.08315955684242207,0.4222222222222222,0.10182975338106603,0.1037037037037037,0.4222222222222222,0.1037037037037037,0.411558294057364,0.4100248508566918,-0.0015334432006722965,3.192805993321482,1.2791781489032858,0.002481729801219916,0.13054721617879353
5,64,20,30,30,pc_euler,euler,forward,0.08059860315204177,0.4932378679395386,0.0813461879557213,0.48148148148148145,0.10182975338106603,0.1037037037037037,0.48148148148148145,0.1037037037037037,0.40201877716422985,0.4007995183697239,-0.0012192587945060451,3.192970076792092,1.2905909243494074,0.0025224179312979475,0.13203704134475672
6,64,20,30,30,pc_euler,euler,forward,0.07886776777222768,0.5417661097852029,0.07966376072820332,0.5185185185185185,0.10182975338106603,0.1037037037037037,0.5185185185185185,0.1037037037037037,0.3930801772805068,0.3916313704132433,-0.0014488068672636023,3.1931763082386335,1.3041514282782898,0.0025628027611419232,0.13405209050839811
7,64,20,30,30,pc_euler,euler,forward,0.07725095360710356,0.5918854415274463,0.0780824765681511,0.5666666666666667,0.10182975338106603,0.1037037037037037,0.5666666666666667,0.1037037037037037,0.3848100664256003,0.3835260113993987,-0.0012840550262016221,3.193415024508129,1.3194001558182809,0.0026247924806567444,0.13630536973939705
8,64,20,30,30,pc_euler,euler,forward,0.07573910427046535,0.6332537788385044,0.07660422908308802,0.6,0.10182975338106603,0.1037037037037037,0.6,0.1037037037037037,0.3770101880216772,0.37585378277383574,-0.001156405247841466,3.1936865962051972,1.3362519657847904,0.002665193349581654,0.13788870968470904
9,64,20,30,30,pc_euler,euler,forward,0.07432553731389585,0.6634844868735084,0.07522296656746269,0.6185185185185185,0.10182975338106603,0.1037037037037037,0.6185185185185185,0.1037037037037037,0.3693952087088867,0.3682151570529413,-0.0011800516559454216,3.1939887335562447,1.3544539367329322,0.002754603915378546,0.140538426480532
10,64,20,30,30,pc_euler,euler,forward,0.0729896980772734,0.6953062848050915,0.07390433618667495,0.6555555555555556,0.10182975338106603,0.1037037037037037,0.6555555555555556,0.1037037037037037,0.3627869147871704,0.36183885575779795,-0.000948059029372439,3.1943123750893134,1.3736800754099165,0.0027954733983278426,0.14208684326255247
11,64,20,30,30,pc_euler,euler,forward,0.07173509716264692,0.7271280827366746,0.07267854235536475,0.6962962962962963,0.10182975338106603,0.1037037037037037,0.6962962962962963,0.1037037037037037,0.3560779664944154,0.35504020189279467,-0.001037764601620711,3.1946620666578633,1.3938668814467425,0.0028416863815390178,0.14416129695286467
12,64,20,30,30,pc_euler,euler,forward,0.07055923340572073,0.7311058074781225,0.07153758294749682,0.6962962962962963,0.10182975338106603,0.1037037037037037,0.6962962962962963,0.1037037037037037,0.34985822580044806,0.34870719601602096,-0.0011510297844271294,3.19503110400436,1.4147834558145185,0.002908925292383977,0.14625835707440885
13,64,20,30,30,pc_euler,euler,forward,0.06944559882011882,0.7541766109785203,0.07044215612816893,0.7074074074074074,0.10182975338106603,0.1037037037037037,0.7074074074074074,0.1037037037037037,0.3439571818748975,0.34309365698115835,-0.0008635248937391398,3.195418059942872,1.436256841178299,0.002979039983282197,0.14857197626715024
14,64,20,30,30,pc_euler,euler,forward,0.06839815022773035,0.7645186953062848,0.06941341751960883,0.725925925925926,0.10182975338106603,0.1037037037037037,0.725925925925926,0.1037037037037037,0.33858745395145184,0.3375681027436351,-0.0010193512078167156,3.1958224234354966,1.458263485597604,0.003008726651757461,0.14983996034385152
15,64,20,30,30,pc_euler,euler,forward,0.0674079604390438,0.7748607796340493,0.06844042816091447,0.725925925925926,0.10182975338106603,0.1037037037037037,0.725925925925926,0.1037037037037037,0.33344928284616204,0.33233808361235334,-0.0011111992338087573,3.1962359417512958,1.4804611174058337,0.003075500474587197,0.1517332631976346
16,64,20,30,30,pc_euler,euler,forward,0.06647299798006184,0.7836117740652346,0.06752876169675312,0.737037037037037,0.10182975338106603,0.1037037037037037,0.737037037037037,0.1037037037037037,0.3284593770725316,0.327570270726449,-0.0008891063460824911,3.196662514646572,1.5029522194406366,0.003117101795392067,0.1535164736362355
17,64,20,30,30,pc_euler,euler,forward,0.06558537317009278,0.7899761336515513,0.06665836450466404,0.7518518518518519,0.10182975338106603,0.1037037037037037,0.7518518518518519,0.1037037037037037,0.3240519807871937,0.3230240146430316,-0.0010279661441621457,3.197095554235358,1.5254576209867172,0.003183164748679243,0.15596940178514257
18,64,20,30,30,pc_euler,euler,forward,0.06474617704975365,0.7947494033412887,0.06584093382003499,0.7518518518518519,0.10182975338106603,0.1037037037037037,0.7518518518518519,0.1037037037037037,0.31936228221435303,0.31849705654669824,-0.0008652256676547094,3.1975381200384683,1.5480866862927232,0.00325244845023031,0.1582192241335754
19,64,20,30,30,pc_euler,euler,forward,0.06395095462291216,0.7963404932378679,0.06506647750414661,0.7518518518518519,0.10182975338106603,0.1037037037037037,0.7518518518518519,0.1037037037037037,0.3153929431374733,0.3145645970799168,-0.0008283460575565199,3.1979839340741463,1.5706201303217657,0.003332642147805545,0.16059329306868977
20,64,20,30,30,pc_euler,euler,forward,0.06319231966603027,0.8027048528241846,0.0643160526879175,0.7518518518518519,0.10182975338106603,0.1037037037037037,0.7518518518518519,0.1037037037037037,0.3112552138448076,0.31028488777489704,-0.0009703260699104766,3.198440228852865,1.593251241520745,0.0033915218728783015,0.16218493143893892
21,64,20,30,30,pc_euler,euler,forward,0.06247371343076422,0.8146380270485283,0.06360558179063196,0.7592592592592593,0.10182975338106603,0.1037037037037037,0.7592592592592593,0.1037037037037037,0.3074897577698421,0.3067032841960801,-0.0007864735737619588,3.198901334042153,1.615765854254993,0.0034411475637361913,0.16385044848293057
22,64,20,30,30,pc_euler,euler,forward,0.06178689516353118,0.8194112967382657,0.06293327249480139,0.774074074074074,0.10182975338106603,0.1037037037037037,0.774074074074074,0.1037037037037037,0.30379694590781414,0.3029880853452359,-0.0008088605625782786,3.199365818538158,1.6381290717476522,0.0034860235125721687,0.1655608117313724
23,64,20,30,30,pc_euler,euler,forward,0.06113749184370438,0.8297533810660302,0.06228642632216806,0.7888888888888889,0.10182975338106603,0.1037037037037037,0.7888888888888889,0.1037037037037037,0.3006374362146445,0.2996287593735018,-0.0010086768411426306,3.199828523431574,1.6602202377909172,0.0035438663816662543,0.16757138509552408
24,64,20,30,30,pc_euler,euler,forward,0.06050997455264432,0.8353221957040573,0.06167060860917167,0.7777777777777778,0.10182975338106603,0.1037037037037037,0.7777777777777778,0.1037037037037037,0.29735514677352926,0.29646785854964197,-0.0008872882238873586,3.2002906572166125,1.6820340994001097,0.0036395327391222764,0.17102106775271778
25,64,20,30,30,pc_euler,euler,forward,0.05991481774262271,0.8345266507557677,0.061088703070274725,0.7925925925925926,0.10182975338106603,0.1037037037037037,0.7925925925925926,0.1037037037037037,0.294147430965816,0.29333620997264964,-0.0008112209931664033,3.200755227860476,1.7037112516031763,0.0037116189236834104,0.17359155431967754
26,64,20,30,30,pc_euler,euler,forward,0.059344393459204066,0.8353221957040573,0.060536417997764234,0.7888888888888889,0.10182975338106603,0.1037037037037037,0.7888888888888889,0.1037037037037037,0.291247723314051,0.29044340605086455,-0.000804317263186502,3.2012219556869983,1.7251711711779398,0.0037860851473428326,0.17566845988792426
27,64,20,30,30,pc_euler,euler,forward,0.05879629196809575,0.8361177406523469,0.05999457138627682,0.8,0.10182975338106603,0.1037037037037037,0.8,0.1037037037037037,0.28808776048884316,0.28726619190379715,-0.0008215685850460313,3.2016919920601565,1.7465061123482664,0.003847484150622284,0.17744693840358158
28,64,20,30,30,pc_euler,euler,forward,0.05827130837363806,0.8448687350835322,0.05947543151416283,0.7925925925925926,0.10182975338106603,0.1037037037037037,0.7925925925925926,0.1037037037037037,0.28485526155826746,0.2841475516359241,-0.0007077099223434747,3.202164732026073,1.7676119082865758,0.003916257527215513,0.1792803496754214
29,64,20,30,30,pc_euler,euler,forward,0.05776864493159872,0.8464598249801114,0.05898881163623307,0.8,0.10182975338106603,0.1037037037037037,0.8,0.1037037037037037,0.2829126986685482,0.28219075230829804,-0.0007219463602500864,3.202632095900826,1.788404189490217,0.003950953920379695,0.18040923391320104
30,64,20,30,30,pc_euler,euler,forward,0.0572861203757244,0.8464598249801114,0.058511217559907625,0.8074074074074075,0.10182975338106603,0.1037037037037037,0.8074074074074075,0.1037037037037037,0.27994202323348266,0.27925357266148154,-0.0006884505720011231,3.2030981044730202,1.8088838228290998,0.004027002424531956,0.18283202288382894
31,64,20,30,30,pc_euler,euler,forward,0.056827939391391684,0.8512330946698489,0.05805279159836813,0.8111111111111111,0.10182975338106603,0.1037037037037037,0.8111111111111111,0.1037037037037037,0.2776671243917864,0.277000007136304,-0.000667117255482405,3.2035608993507467,1.8290788060643959,0.0040878241525711505,0.18469305817077208
32,64,20,30,30,pc_euler,euler,forward,0.05637600180298943,0.8520286396181385,0.057614584332674273,0.8074074074074075,0.10182975338106603,0.1037037037037037,0.8074074074074075,0.1037037037037037,0.27501338682064463,0.27419853802725364,-0.0008148487933910403,3.2040266755772593,1.849069474558042,0.004166536763978094,0.1867567303950351
33,64,20,30,30,pc_euler,euler,forward,0.05595186801202214,0.8512330946698489,0.057193502625781004,0.8074074074074075,0.10182975338106603,0.1037037037037037,0.8074074074074075,0.1037037037037037,0.27316981200133517,0.2723591253625638,-0.0008106866387713324,3.2044881474117877,1.8688208609739774,0.004223510787346559,0.18790214763271001
34,64,20,30,30,pc_euler,euler,forward,0.055536948850789046,0.8544152744630071,0.05678054030751524,0.8074074074074075,0.10182975338106603,0.1037037037037037,0.8074074074074075,0.1037037037037037,0.27072628962032186,0.26998675686925866,-0.0007395327510631905,3.204945899698355,1.8882088192772621,0.0042811734724122405,0.18996532936104954
35,64,20,30,30,pc_euler,euler,forward,0.05513793927620194,0.8552108194112967,0.05638713639847224,0.8074074074074075,0.10182975338106603,0.1037037037037037,0.8074074074074075,0.1037037037037037,0.26872995498446745,0.2679119510821263,-0.0008180039023412439,3.2053990580284086,1.9072809601652516,0.004384553102994201,0.1927116907796619
36,64,20,30,30,pc_euler,euler,forward,0.05474800232730092,0.8575974542561655,0.05600579938480084,0.8111111111111111,0.10182975338106603,0.1037037037037037,0.8111111111111111,0.1037037037037037,0.26656072504431766,0.26589228230780804,-0.0006684427365095905,3.2058510031092506,1.9261332431091298,0.004458971573496805,0.19474870140386424
37,64,20,30,30,pc_euler,euler,forward,0.05437323521417008,0.8615751789976134,0.055643931333799954,0.8148148148148148,0.10182975338106603,0.1037037037037037,0.8148148148148148,0.1037037037037037,0.26455456141846134,0.26390640293025597,-0.0006481584882053346,3.20629956167853,1.9447356984349116,0.004517657088948781,0.19633520003834112
38,64,20,30,30,pc_euler,euler,forward,0.054010963079736955,0.8631662688941926,0.05528805075928292,0.8111111111111111,0.10182975338106603,0.1037037037037037,0.8111111111111111,0.1037037037037037,0.2623755267293052,0.26165559944369204,-0.0007199272856131839,3.2067483628549662,1.9630796514295512,0.00460837186473627,0.19867533502472093
39,64,20,30,30,pc_euler,euler,forward,0.053661585549310734,0.8663484486873508,0.054948214492749545,0.8111111111111111,0.10182975338106603,0.1037037037037037,0.8111111111111111,0.1037037037037037,0.2602380674056781,0.2595869773753391,-0.0006510900303390757,3.2071977771631652,1.9812863228628568,0.004671498418190583,0.1998889632324199
40,64,20,30,30,pc_euler,euler,forward,0.053321723982031353,0.8655529037390612,0.054610997728458045,0.8148148148148148,0.10182975338106603,0.1037037037037037,0.8148148148148148,0.1037037037037037,0.25934985771675667,0.25877422622381463,-0.0005756314929420345,3.207632142488442,1.9989923675284498,0.00476455309279753,0.2023189081499661
41,64,20,30,30,pc_euler,euler,forward,0.05299389947553168,0.8695306284805091,0.05429512340164326,0.8296296296296296,0.10182975338106603,0.1037037037037037,0.8296296296296296,0.1037037037037037,0.2567400046714384,0.2560693347790458,-0.0006706698923926113,3.2080742370963864,2.0166480491731718,0.004843098636293948,0.2042361320083179
42,64,20,30,30,pc_euler,euler,forward,0.05267468867031751,0.8719172633253779,0.05398307660075111,0.8296296296296296,0.10182975338106603,0.1037037037037037,0.8296296296296296,0.1037037037037037,0.25522828038065776,0.2546025240366348,-0.000625756344023036,3.208512989106376,2.0340905842265795,0.004902783819040224,0.2054644647611038
43,64,20,30,30,pc_euler,euler,forward,0.052363149046466495,0.8743038981702467,0.05368181523744168,0.8296296296296296,0.10182975338106603,0.1037037037037037,0.8296296296296296,0.1037037037037037,0.2536259548220051,0.2530469640960543,-0.0005789907259507177,3.208946973656284,2.051228225831873,0.004978493836246889,0.2074592278208788
44,64,20,30,30,pc_euler,euler,forward,0.052065612524665614,0.8758949880668258,0.053388984665876174,0.8333333333333334,0.10182975338106603,0.1037037037037037,0.8333333333333334,0.1037037037037037,0.25187894766713903,0.2512440596338001,-0.0006348880333389637,3.2093720655227953,2.0680066695638324,0.005093512792505952,0.21024159037511525
45,64,20,30,30,pc_euler,euler,forward,0.05177147828892419,0.8758949880668258,0.053103287844661805,0.825925925925926,0.10182975338106603,0.1037037037037037,0.825925925925926,0.1037037037037037,0.25020545812678263,0.2494978857895898,-0.0007075723371928036,3.2098024996476133,2.084747952946777,0.005174259811011702,0.21150097658502912
46,64,20,30,30,pc_euler,euler,forward,0.0514831741288757,0.8798727128082736,0.05281796683127751,0.8333333333333334,0.10182975338106603,0.1037037037037037,0.8333333333333334,0.1037037037037037,0.24856235468461346,0.24801416937961296,-0.0005481853050004898,3.210233175314695,2.10135639297933,0.005200134170729453,0.21224669200582602
47,64,20,30,30,pc_euler,euler,forward,0.05120868244196547,0.8798727128082736,0.052548516705060645,0.8333333333333334,0.10182975338106603,0.1037037037037037,0.8333333333333334,0.1037037037037037,0.24758788665462564,0.24686343501698876,-0.0007244516376368485,3.210653348772417,2.117574658012653,0.005254102639966013,0.21358081087426314
48,64,20,30,30,pc_euler,euler,forward,0.05094032489354728,0.8798727128082736,0.05229431655078878,0.8296296296296296,0.10182975338106603,0.1037037037037037,0.8296296296296296,0.1037037037037037,0.24537821749624128,0.24468390199684448,-0.0006943154993968373,3.211075124499121,2.1336090404875394,0.005355507191561531,0.21599589387331852
49,64,20,30,30,pc_euler,euler,forward,0.05067345281634056,0.8814638027048528,0.05203196262516262,0.837037037037037,0.10182975338106603,0.1037037037037037,0.837037037037037,0.1037037037037037,0.24424561838344797,0.24369373126424185,-0.0005518871192061222,3.2114909019617013,2.149426925027266,0.005430011169862166,0.21783073857969665
50,64,20,30,30,pc_euler,euler,forward,0.05041493079878951,0.8814638027048528,0.05176889147252318,0.837037037037037,0.10182975338106603,0.1037037037037037,0.837037037037037,0.1037037037037037,0.24308903574080487,0.2424821879055993,-0.0006068478352055789,3.211898504053995,2.1649837569145083,0.005511231497353635,0.21992058074712412
51,64,20,30,30,pc_euler,euler,forward,0.050166093178453865,0.8838504375497216,0.05153096724958861,0.837037037037037,0.10182975338106603,0.1037037037037037,0.837037037037037,0.1037037037037037,0.24164794891219293,0.24098586577711809,-0.0006620831350748147,3.212303335194172,2.1803259582883197,0.005600644729355399,0.22208160814541705
52,64,20,30,30,pc_euler,euler,forward,0.04991761901818439,0.8838504375497216,0.05129350089564458,0.8407407407407408,0.10182975338106603,0.1037037037037037,0.8407407407407408,0.1037037037037037,0.24001614310903716,0.23941386998272707,-0.0006022731263100878,3.212713337541104,2.1956168175552877,0.0056749342628360155,0.22356300269328214
53,64,20,30,30,pc_euler,euler,forward,0.04968078533429115,0.8854415274463007,0.05105625610074911,0.837037037037037,0.10182975338106603,0.1037037037037037,0.837037037037037,0.1037037037037037,0.23890309760777245,0.23837049700153265,-0.0005326006062397984,3.2131170332269208,2.2106828843814066,0.0057213947835657525,0.22450785952307536
54,64,20,30,30,pc_euler,euler,forward,0.0494471837266648,0.888623707239459,0.050840123298118274,0.8407407407407408,0.10182975338106603,0.1037037037037037,0.8407407407407408,0.1037037037037037,0.23742422910913427,0.2368438913742874,-0.0005803377348469044,3.213519195560449,2.2255822268400416,0.005790748952605204,0.22628538373368554
55,64,20,30,30,pc_euler,euler,forward,0.049219668062970325,0.8918058870326173,0.05060637945071654,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23611289941757163,0.23556868628922628,-0.0005442131283453624,3.213921186068771,2.240326414137835,0.005847647393634071,0.22756054829175823
56,64,20,30,30,pc_euler,euler,forward,0.048995395178622475,0.8894192521877486,0.05038756194455024,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23549185092310085,0.2349654420306473,-0.0005264088924535421,3.2143078391882116,2.2547553990851967,0.005923622570044828,0.22889030878407188
57,64,20,30,30,pc_euler,euler,forward,0.04877666104823126,0.8910103420843277,0.050190260533203954,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23388846676490554,0.23333931342854455,-0.0005491533363609788,3.214698081065699,2.2690371766903827,0.006011699162156308,0.2313167084929963
58,64,20,30,30,pc_euler,euler,forward,0.04856306922979127,0.8910103420843277,0.0499806724228663,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23323447455799567,0.2326500972029541,-0.0005843773550415918,3.215083397608475,2.283164289128353,0.006046278247141718,0.2326172155818183
59,64,20,30,30,pc_euler,euler,forward,0.04835387349478743,0.8910103420843277,0.049765736157874794,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23142528797710354,0.23076253005038344,-0.0006627579267200562,3.2154699789051073,2.297137581981646,0.006128726285381545,0.2347676304636143
60,64,20,30,30,pc_euler,euler,forward,0.048148260469717576,0.8949880668257757,0.04956701056519762,0.8444444444444444,0.10182975338106603,0.1037037037037037,0.8444444444444444,0.1037037037037037,0.23082282054952583,0.2302148398717981,-0.0006079806777277236,3.2158497425528383,2.310977566727837,0.006184127332564752,0.23579665769219865
